Asset_Number_AR,Asset_Description_AR,Category,Model_No,Model_Description,Colour_Scheme,Easting_Coord,Northing_Coord
1077057,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319740.4611,5813780.294
1077058,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321549.845,5813215.567
1077059,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321981.5578,5812985.303
1077060,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321966.6163,5812849.2
1077061,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321783.0054,5813238.663
1077062,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320884.7246,5812666.717
1077063,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320868.6039,5812662.998
1077065,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320477.7824,5812766.547
1077066,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320850.6361,5812507.619
1077067,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320855.4105,5812496.891
1077068,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320863.5574,5812478.964
1077070,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320885.4584,5812426.545
1077071,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320891.3295,5812423.236
1077072,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,320727.8963,5812852.67
1077077,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320588.3431,5813184.883
1077078,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320255.1603,5813418.886
1077079,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320163.5404,5811570.436
1077080,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320361.2765,5813600.82
1077081,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320250.8395,5813028.715
1077082,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321029.6458,5811437.503
1077083,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322362.4182,5811835.103
1077085,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321237.8871,5813058.229
1077087,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321284.4763,5813076.765
1077088,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321323.2566,5813091.692
1077089,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321372.097,5813111.118
1077090,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321416.7896,5813128.814
1077091,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321431.2199,5813134.313
1077092,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321455.4545,5813144.521
1077093,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320310.4077,5812296.051
1077094,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320322.7352,5812301.08
1077095,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320736.3648,5813632.284
1077096,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320778.9465,5813648.481
1077097,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320673.993,5813619.036
1077098,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320772.1436,5813658.029
1077099,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320730.2381,5813662.888
1077100,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320679.1384,5813664.637
1077101,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320948.2527,5814342.049
1077102,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,323066.8963,5812570.466
1077103,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,323003.2464,5812596.801
1077104,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322923.0387,5812607.059
1077105,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322916.4668,5812581.724
1077106,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322895.8191,5812589.302
1077107,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322967.5087,5812561.068
1077108,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322982.978,5812528.814
1077109,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322890.3933,5812541.272
1077110,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322869.3663,5812339.092
1077111,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322910.9008,5812729.564
1077112,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322963.7156,5812849.71
1077113,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322834.2142,5812636.523
1077114,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,322873.8603,5812632.124
1077115,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,322761.6587,5812768.427
1077117,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320358.745,5812497.541
1077118,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,319957.9378,5812809.328
1077119,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320162.5261,5812936.683
1077120,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320157.9579,5812948.731
1077121,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,316987.5759,5815285.183
1077122,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,316951.83,5815294.151
1077123,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,318103.218,5814547.491
1077124,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,317359.3741,5815222.016
1077125,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,317435.5495,5815123.566
1077126,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,317525.1409,5815012.448
1077127,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,317545.4258,5814990.782
1077128,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319480.848,5813870.346
1077129,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320974.0521,5813658.938
1077130,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320553.4548,5813714.537
1077132,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320721.8356,5813485.613
1077133,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320699.1099,5813481.124
1077134,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320705.8798,5813526.225
1077135,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321039.1121,5812675.975
1077136,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321045.4366,5812660.238
1077137,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321052.726,5812641.082
1077138,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321058.4157,5812626.545
1077139,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321079.5004,5812657.319
1077140,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321085.7507,5812641.132
1077141,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Other,321090.9704,5812628.145
1077142,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321295.3031,5813190.792
1077143,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321293.2334,5813197.071
1075510,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320820.6046,5812166.197
1075511,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320731.0874,5812133.234
1075513,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320130.5734,5811789.042
1075514,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320139.6933,5811790.172
1075515,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320812.7793,5812060.658
1075517,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320277.9766,5812073.845
1075518,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320450.2329,5812185.793
1075519,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320449.0208,5812184.883
1075520,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320994.7575,5814356.909
1075521,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320626.1174,5814400.05
1075522,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320433.8896,5814421.606
1075523,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321057.22,5815141.722
1075524,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321027.4277,5815145.851
1075526,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320190.4384,5814891.342
1075527,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320197.0516,5814915.317
1075528,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320197.835,5814923.376
1075529,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,320230.6371,5815220.626
1075530,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319074.7057,5815263.158
1075531,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,317629.5667,5814593.692
1075532,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,317057.1298,5815305.279
1075533,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,316722.4381,5815047.461
1075534,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320475.6385,5812560.028
1075535,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320472.2494,5812568.337
1075536,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320380.712,5812581.574
1075537,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320584.1377,5812560.078
1075538,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320552.4488,5812642.722
1075539,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320543.4938,5812664.287
1075540,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320534.7367,5812686.723
1075541,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320520.7434,5812722.636
1075542,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Dark Brunswick Green,320513.8499,5812740.522
1075708,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320773.2568,5813340.832
1075709,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320651.1437,5813078.535
1075710,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320798.852,5813136.013
1075711,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321239.4868,5813432.484
1075712,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321278.0445,5813334.483
1075713,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321211.2859,5813522.906
1075714,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321543.504,5813571.976
1075716,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321245.7454,5812812.468
1075720,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321566.7821,5812939.092
1075721,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321557.7693,5812935.373
1075724,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321455.9575,5812894.671
1075467,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321092.2072,5813105.779
1075468,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321068.756,5813167.217
1075469,Litter Bin - Steel 80 L Recycling Bin,Litter Bin,200201-019,Litter Bin - Steel 80 L Recycling Bin,Blue,321057.2612,5813197.051
1075470,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321053.0558,5813206.829
1075471,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321045.4449,5813209.308
1075472,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321014.8445,5813196.681
1075474,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320947.6818,5813169.466
1075475,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320892.4757,5813148.281
1075476,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,320861.397,5813135.933
1075477,Litter Bin - Stainless Steel 80 L Litter Bin,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Stainless Steel,320717.9682,5812852.19
1076361,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321123.2035,5813129.874
1076362,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321124.9928,5813124.805
1076364,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321002.5911,5813337.963
1076366,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321501.7139,5813363.248
1076367,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321471.8061,5813408.279
1076368,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,321391.079,5813586.873
1076369,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321458.3571,5813396.831
1076370,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321288.8054,5813330.034
1076371,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321252.169,5813315.527
1076372,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Hawthorn Green,321202.0258,5813296.001
1076373,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319754.3636,5815997.001
1076374,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319769.6432,5816008.409
1076375,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319780.7669,5816022.146
1076376,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,,319794.0098,5816036.383
1076377,Litter Bin - Steel 80 L Litter Bin,Litter Bin,200201-016,Litter Bin - Steel 80 L Litter Bin,Other,321022.3564,5814361.878
