Asset_Number_AR,Asset_Description_AR,Category,Model_No,Model_Description,Colour_Scheme,Easting_Coord,Northing_Coord,latitude,longitude
1079149,Seat - Metal Bench,Seat,201101-012,Seat - Metal Bench,Hawthorn Green,321313.04,5813088.033,-37.8121310043,144.970053484
1079150,Seat - Metal Bench,Seat,201101-012,Seat - Metal Bench,Dark Brunswick Green,320305.8065,5812294.331,-37.8190825304,144.958420657
1079151,Seat - Metal Bench,Seat,201101-012,Seat - Metal Bench,,320677.4645,5813646.771,-37.8069735583,144.962975632
1079152,Seat - Metal Bench,Seat,201101-012,Seat - Metal Bench,Dark Brunswick Green,320080.0179,5812855.879,-37.813979943,144.955996409
1079153,Seat - Metal Bench,Seat,201101-012,Seat - Metal Bench,Dark Brunswick Green,320165.338,5812929.354,-37.8133349335,144.956983378
1079154,Seat - Metal Bench,Seat,201101-012,Seat - Metal Bench,Dark Brunswick Green,320151.6993,5812965.027,-37.8130109241,144.956837384
1079156,Seat - Metal Bench,Seat,201101-012,Seat - Metal Bench,,320798.8438,5813758.838,-37.8059879454,144.964381368
1079157,Seat - Metal Bench,Seat,201101-012,Seat - Metal Bench,,321075.2043,5814797.001,-37.7966908655,144.967775179
1079160,Seat - Metal Bench,Seat,201101-012,Seat - Metal Bench,Dark Brunswick Green,320290.1475,5812911.238,-37.8135226911,144.958395957
1079161,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320535.0335,5812782.114,-37.814733947,144.961144379
1079162,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320599.3101,5812807.049,-37.8145219805,144.961880362
1079163,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320650.8551,5813666.297,-37.8067924519,144.962678371
1079164,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320416.8289,5813649.81,-37.8068949607,144.960017404
1079165,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321324.3286,5813148.111,-37.8115920601,144.970196473
1079166,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321284.567,5813250.84,-37.810658944,144.969770379
1079167,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321276.4531,5813271.536,-37.810470936,144.969683364
1079168,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321297.6285,5813282.434,-37.8103769171,144.969926469
1079169,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321312.9163,5813243.232,-37.8107330222,144.970090368
1079170,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321335.1884,5813187.433,-37.8112399918,144.970329472
1079171,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320869.1234,5813100.75,-37.8119294593,144.9650165
1079172,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320890.5956,5812992.632,-37.8129075441,144.965233552
1079173,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320881.2118,5813018.587,-37.8126719136,144.965133428
1079177,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320212.6033,5812664.827,-37.8157269554,144.95745435
1079178,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320210.6491,5812665.677,-37.8157189142,144.957432373
1079179,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320499.1475,5811594.081,-37.8254280417,144.960442367
1079180,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320489.7059,5811602.66,-37.8253489094,144.960337278
1079182,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320813.8842,5814377.945,-37.8004142901,144.964705222
1079183,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320165.7173,5814587.383,-37.7984003866,144.957399246
1079184,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320165.1896,5814597.121,-37.7983125679,144.957395673
1079185,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320192.8874,5814899.94,-37.7955903874,144.957785209
1079188,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317743.8957,5814820.946,-37.7958165689,144.929966735
1079189,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317810.778,5814796.661,-37.7960486539,144.930719813
1079190,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317582.6807,5814678.255,-37.7970696499,144.928100871
1079191,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317716.9647,5814970.896,-37.7944605482,144.929698749
1079192,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317574.4018,5814987.813,-37.794279713,144.928084803
1079193,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317881.2555,5814871.206,-37.795391257,144.931538537
1079194,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,318031.3717,5814831.954,-37.7957747293,144.933232648
1079195,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317308.7445,5815283.014,-37.7915676612,144.925143784
1079196,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317433.5458,5815126.255,-37.7930045848,144.926520846
1079197,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317488.5375,5815057.859,-37.7936316365,144.927127813
1079198,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317520.548,5815021.046,-37.7939696171,144.927481887
1079199,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317242.1178,5814769.056,-37.7961837028,144.924257977
1079200,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317019.4957,5815278.235,-37.7915528204,144.921859513
1079201,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317033.6044,5815289.202,-37.7914568633,144.922022419
1079202,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317055.8352,5815307.689,-37.7912947976,144.92227941
1079203,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,316838.6307,5815192.192,-37.7922915899,144.919784904
1079204,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,316844.4279,5815203.423,-37.7921915916,144.919853542
1079205,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,316723.9965,5815048.281,-37.7935648429,144.918447378
1079206,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,316720.8961,5815049.21,-37.7935558532,144.918412422
1079207,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320568.7674,5812600.56,-37.8163759198,144.961482412
1079208,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320562.5995,5813193.901,-37.8110302078,144.961559393
1079209,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321267.9433,5812722.866,-37.8154114224,144.969451342
1079210,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321295.8968,5812649.92,-37.8160739573,144.969750732
1079211,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321310.5085,5812612.708,-37.8164120053,144.969907457
1079212,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321088.5131,5812533.973,-37.8170777245,144.967367369
1079213,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321273.567,5812639.492,-37.8161635156,144.969494617
1079217,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320148.1371,5812334.813,-37.8186868353,144.956640413
1079218,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320166.8057,5812286.023,-37.8191299865,144.956840271
1079219,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320187.709,5812232.984,-37.8196118502,144.957064451
1079220,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Mid Brunswick Green,320205.751,5812185.083,-37.8200468697,144.957257419
1079221,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320477.9968,5813409.678,-37.8090699711,144.96065233
1079222,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320374.5276,5813606.589,-37.8072759517,144.959526444
1079223,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320392.1572,5813613.418,-37.8072179077,144.959728285
1079224,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321408.0655,5811227.205,-37.8289110246,144.970673339
1079225,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321405.2784,5811226.145,-37.828920027,144.970641426
1079226,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321315.085,5811214.527,-37.8290070163,144.969614288
1079227,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321336.9283,5811222.996,-37.8289350096,144.96986444
1079228,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321425.2004,5811257.439,-37.8286420459,144.97087539
1079229,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321439.1277,5811212.118,-37.8290530005,144.971022371
1079230,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321442.8383,5811430.014,-37.8270910288,144.971118272
1079231,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321363.95,5811089.912,-37.8301390537,144.970138455
1079232,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321212.0858,5811148.78,-37.8295790531,144.968428347
1079233,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321129.3054,5811116.557,-37.8298530752,144.96748029
1079234,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321100.8572,5811105.059,-37.8299510652,144.967154375
1079235,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320997.6271,5811090.382,-37.8300630195,144.965978412
1079236,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320977.7133,5811058.309,-37.8303480086,144.965744326
1079237,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321027.6173,5811075.825,-37.830200025,144.966315396
1079238,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321096.3879,5811209.438,-37.8290099976,144.967129425
1079239,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321085.66,5811232.964,-37.8287959841,144.967013412
1079240,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321174.6165,5811267.977,-37.8284980451,144.968032284
1079241,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320960.8999,5811749.7,-37.8241170257,144.965724425
1079242,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320948.8197,5811693.592,-37.8246200468,144.965573368
1079243,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320847.445,5811746.451,-37.8241240238,144.964435273
1079244,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320800.6661,5811727.235,-37.8242879261,144.963899313
1079245,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320863.5162,5811853.819,-37.8231600649,144.964644342
1079246,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320766.0912,5811653.42,-37.8249460215,144.963488415
1079247,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320958.4344,5813775.755,-37.8058668715,144.966197353
1079248,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320949.7103,5813703.4,-37.8065168989,144.966080427
1079249,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321168.0858,5814743.842,-37.7971878864,144.9688164
1079250,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321095.1923,5814727.345,-37.7973222091,144.967984878
1079251,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321238.118,5814736.143,-37.7972709441,144.969609473
1079252,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321300.7289,5814676.565,-37.7978198468,144.970305512
1079253,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321486.8053,5814682.934,-37.7977988639,144.97241935
1079254,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321397.6097,5814717.857,-37.7974668564,144.971415441
1079255,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322449.9812,5812779.874,-37.8151286031,144.982886605
1079256,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322670.0141,5812664.947,-37.8162065911,144.985356793
1079257,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,323100.993,5812816.397,-37.8149260134,144.990287364
1079259,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322972.1264,5812600.96,-37.8168416044,144.988771498
1079260,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,323005.3161,5812597.511,-37.8168791082,144.989147512
1079261,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,323035.1579,5812593.931,-37.8169171417,144.989485481
1079262,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322914.9166,5812582.804,-37.816994049,144.98811746
1079263,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322939.4645,5812571.426,-37.8171012999,144.988393411
1079264,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322195.5465,5812607.579,-37.8166310367,144.979955362
1079265,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322315.8043,5813446.141,-37.8091010407,144.981526572
1079266,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321698.782,5813517.737,-37.8083358471,144.974538906
1079267,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321781.2078,5813358.319,-37.8097879058,144.975435484
1079268,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321764.2707,5813176.655,-37.8114209468,144.975198486
1079269,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321760.6591,5813176.575,-37.8114209623,144.975157461
1079270,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321766.1755,5813173.696,-37.811447972,144.975219385
1079271,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321768.5751,5813193.062,-37.8112740003,144.975251395
1079272,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321767.5691,5813195.141,-37.8112550772,144.975240484
1079273,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321772.5166,5813193.921,-37.8112670323,144.975296357
1079276,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319767.4416,5815971.306,-37.7858562615,144.953222234
1079277,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319762.4363,5815974.305,-37.7858282608,144.953166171
1079278,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319756.153,5815983.614,-37.785743171,144.953097172
1079279,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319755.4108,5815989.362,-37.7856912497,144.953090176
1079280,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319762.1395,5815996.061,-37.7856322359,144.95316821
1079281,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319762.4528,5815997.621,-37.7856182461,144.953172153
1079282,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319763.2939,5815999.41,-37.7856022976,144.953182144
1079283,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319815.4325,5816028.535,-37.7853502376,144.953781134
1079284,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319818.3763,5816023.486,-37.7853962967,144.95381329
1079285,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,315430.8125,5811310.288,-37.8269731181,144.902816597
1079286,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,315442.7443,5811284.583,-37.8272070594,144.902945535
1079288,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320786.1286,5812471.186,-37.8175839554,144.963918398
1079289,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320787.4727,5812458.728,-37.8176964345,144.963930576
1079290,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320764.1369,5813319.866,-37.8099351691,144.963878735
1079291,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320785.1226,5813265.937,-37.8104250536,144.964103651
1079293,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320804.0717,5813264.937,-37.8104377805,144.964318542
1079294,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320799.6189,5813276.315,-37.8103344193,144.964270802
1079295,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320798.0109,5813280.114,-37.8102998843,144.964253486
1079296,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320776.5799,5813335.103,-37.8098003648,144.964023775
1079297,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320780.1916,5813325.935,-37.8098836544,144.964062512
1079298,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320781.6841,5813322.316,-37.8099165455,144.964078562
1079299,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320785.0567,5813314.157,-37.8099906996,144.964114833
1079300,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320787.1346,5813308.439,-37.8100426123,144.96413701
1079301,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320791.9667,5813296.421,-37.8101518128,144.964188897
1079302,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320794.0694,5813290.742,-37.810203379,144.964211365
1079303,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320720.4255,5813105.449,-37.811857944,144.963329388
1079304,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320726.8903,5813107.809,-37.8118379559,144.963403372
1079305,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321281.9943,5812826.135,-37.8144839769,144.969636367
1079306,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321625.0309,5812960.918,-37.8133370109,144.973564463
1079307,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320953.1653,5812881.354,-37.8139221539,144.96591645
1079308,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320991.9869,5812788.603,-37.8147652216,144.966334305
1079309,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320993.0341,5812786.363,-37.8147856037,144.966345642
1079310,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321169.3639,5812790.412,-37.8147836939,144.968348723
1079311,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321170.576,5812789.082,-37.8147959114,144.968362157
1079312,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320993.6443,5812808.079,-37.8145901167,144.966357938
1079313,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320987.7155,5812799.63,-37.8146650583,144.966288533
